Event_Name,Event_Date,Location,Venue,Organizer_Name,Contact_Email,Contact_Phone,Event_URL,Ticket_Price,Expected_Attendance,ESS_Opportunity_Score,Revenue_Potential,Priority_Level,Discovery_Source,Discovery_Time,Next_Action,Call_Script_Notes,Email_Template_Tag
Business Excellence Summit 2026,2026-04-18,Los Angeles CA,Los Convention Center,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/summit2026,$497,720,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:45,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Training 2026,2026-05-15,New York NY,Hyatt Regency New,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/training2026,$697,1180,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:45,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Workshop 2026,2026-05-25,New York NY,Marriott New,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/workshop2026,"$2,497",230,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:45,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Training 2026,2026-08-07,New York NY,New Conference Center,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/training2026,$697,580,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:45,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Intensive 2026,2026-07-09,Dallas TX,Dallas Convention Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$2,497",382,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:46,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Training 2026,2026-05-20,Dallas TX,Hilton Dallas Downtown,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,$497,548,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:46,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Conference 2026,2026-04-25,Dallas TX,Hilton Dallas Downtown,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/conference2026,"$1,297",629,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:46,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Workshop 2026,2026-05-23,Atlanta GA,Atlanta Conference Center,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$1,497",446,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:46,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Summit 2026,2026-05-23,Atlanta GA,Atlanta Convention Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$2,997",477,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:46,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Summit 2026,2026-08-03,Atlanta GA,Marriott Atlanta,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$2,997",401,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:46,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Seminar 2026,2026-04-08,Atlanta GA,Hyatt Regency Atlanta,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,"$1,297",624,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:46,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Training 2026,2026-05-01,Atlanta GA,Marriott Atlanta,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,$497,643,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:46,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,business_template
Business Excellence Summit 2026,2026-04-24,Chicago IL,Hyatt Regency Chicago,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/summit2026,$997,1033,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:47,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Conference 2026,2026-08-08,Chicago IL,Chicago Conference Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/conference2026,$497,1088,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:47,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,business_template
Business Excellence Intensive 2026,2026-04-04,Chicago IL,Chicago Convention Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$1,997",688,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:47,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Seminar 2026,2026-05-11,Chicago IL,Chicago Convention Center,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$997,1009,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:47,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Intensive 2026,2026-05-23,Chicago IL,Hyatt Regency Chicago,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$1,997",774,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:47,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Investment Strategies Mastermind 2026,2026-07-13,Miami FL,Miami Conference Center,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/mastermind2026,"$1,297",435,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:48,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Training 2026,2026-07-04,Miami FL,Miami Convention Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,"$1,297",311,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:48,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Networking 2026,2026-06-05,Miami FL,Hilton Miami Downtown,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/networking2026,$497,781,75,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:48,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Investment Strategies Intensive 2026,2026-06-09,Miami FL,Hyatt Regency Miami,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/intensive2026,$997,942,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:48,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Workshop 2026,2026-08-21,Miami FL,Marriott Miami,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$1,497",539,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:48,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Summit 2026,2026-05-03,Los Angeles CA,Marriott Los,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$1,997",384,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:48,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Conference 2026,2026-06-10,Los Angeles CA,Hyatt Regency Los,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/conference2026,"$1,997",344,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:48,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Intensive 2026,2026-05-05,Los Angeles CA,Los Conference Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$2,497",259,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:48,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Intensive 2026,2026-07-02,Los Angeles CA,Hilton Los Downtown,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$1,997",478,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:48,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Seminar 2026,2026-08-20,New York NY,Marriott New,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$697,828,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:49,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Summit 2026,2026-05-25,New York NY,New Convention Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/summit2026,$497,1082,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:49,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Investment Strategies Seminar 2026,2026-05-18,New York NY,Hyatt Regency New,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,"$1,297",753,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:49,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Seminar 2026,2026-06-07,New York NY,Hilton New Downtown,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$497,980,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:49,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Investment Strategies Summit 2026,2026-07-19,Dallas TX,Hilton Dallas Downtown,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/summit2026,$497,762,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:49,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Workshop 2026,2026-07-11,Dallas TX,Marriott Dallas,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$2,497",339,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:49,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Workshop 2026,2026-06-23,Dallas TX,Hilton Dallas Downtown,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$1,997",752,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:49,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Seminar 2026,2026-04-19,Dallas TX,Hilton Dallas Downtown,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$997,1166,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:49,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Investment Strategies Seminar 2026,2026-06-21,Dallas TX,Hyatt Regency Dallas,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$997,585,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:49,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Workshop 2026,2026-06-21,Atlanta GA,Atlanta Conference Center,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$1,497",625,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:50,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Training 2026,2026-05-02,Atlanta GA,Atlanta Conference Center,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/training2026,$697,1128,70,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:50,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Investment Strategies Conference 2026,2026-06-11,Atlanta GA,Marriott Atlanta,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/conference2026,$497,1053,70,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:50,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Investment Strategies Conference 2026,2026-08-26,Chicago IL,Hilton Chicago Downtown,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/conference2026,"$1,297",581,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:50,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Intensive 2026,2026-08-07,Chicago IL,Marriott Chicago,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/intensive2026,$997,1092,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:50,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Investment Strategies Training 2026,2026-07-29,Chicago IL,Hyatt Regency Chicago,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,$697,923,75,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:50,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
